# Title: March 2025 Global Gridded Average Temperature
# Units: Degrees Celsius
# Base Period: 1991-2020
# Missing: -999.00
Latitude,Longitude,Anomaly,Rank
37.5,312.5,0.62,170
37.5,317.5,0.66,173
37.5,322.5,0.58,170
37.5,327.5,0.54,169
37.5,332.5,0.47,167
37.5,337.5,0.47,168
37.5,342.5,0.5,167
37.5,347.5,0.62,169
37.5,352.5,0.22,159
37.5,357.5,0.63,167
42.5,2.5,0.44,161
42.5,7.5,0.96,173
42.5,12.5,0.88,172
42.5,17.5,1.33,173
42.5,22.5,2.68,172
42.5,27.5,2.11,175
42.5,32.5,1.87,176
42.5,37.5,1.59,176
42.5,42.5,2.42,169
42.5,47.5,1.59,172
42.5,52.5,1.18,172
42.5,57.5,2.12,162
42.5,62.5,1.93,162
42.5,67.5,1.54,160
42.5,72.5,1.5,160
42.5,77.5,1.18,162
42.5,82.5,0.16,143
42.5,87.5,-0.22,140
42.5,92.5,-0.52,126
42.5,97.5,-0.77,116
42.5,102.5,0.52,151
42.5,107.5,1.23,158
42.5,112.5,2.21,170
42.5,117.5,2.42,171
42.5,122.5,1.98,170
42.5,127.5,1.48,165
42.5,132.5,0.59,158
42.5,137.5,0.89,164
42.5,142.5,0.93,166
42.5,147.5,0.59,160
42.5,152.5,0.51,153
42.5,157.5,0.72,157
42.5,162.5,0.99,166
42.5,167.5,1.16,166
42.5,172.5,1.24,168
42.5,177.5,1.26,166
42.5,182.5,1.33,169
42.5,187.5,1.28,165
42.5,192.5,1.21,163
42.5,197.5,1.04,161
42.5,202.5,0.8,154
42.5,207.5,0.55,146
42.5,212.5,0.5,140
42.5,217.5,0.49,138
42.5,222.5,0.46,149
42.5,227.5,0.42,148
42.5,232.5,0.22,135
42.5,237.5,0,119
42.5,242.5,0.31,136
42.5,247.5,0.81,155
42.5,252.5,1.4,164
42.5,257.5,2.63,170
42.5,262.5,3.34,170
42.5,267.5,3.58,169
42.5,272.5,2.38,165
42.5,277.5,1.98,168
42.5,282.5,2.63,166
42.5,287.5,1.54,165
42.5,292.5,0.12,143
42.5,297.5,-0.1,138
42.5,302.5,-0.36,110
42.5,307.5,0.23,145
42.5,312.5,0.68,166
42.5,317.5,0.57,156
42.5,322.5,0.48,149
42.5,327.5,0.43,156
42.5,332.5,0.4,157
42.5,337.5,0.36,160
42.5,342.5,0.45,167
42.5,347.5,0.57,173
42.5,352.5,0.19,157
42.5,357.5,-0.27,132
47.5,2.5,0.66,153
47.5,7.5,1.49,163
47.5,12.5,1.51,166
47.5,17.5,2.25,168
47.5,22.5,3.18,174
47.5,27.5,4.43,176
47.5,32.5,3.81,176
47.5,37.5,3.6,176
47.5,42.5,4.27,174
47.5,47.5,3.74,173
47.5,52.5,3.38,173
47.5,57.5,3.89,168
47.5,62.5,4.21,168
47.5,67.5,2.15,161
47.5,72.5,0.87,150
47.5,77.5,0.3,150
47.5,82.5,1.33,156
47.5,87.5,-0.09,142
47.5,92.5,-0.57,133
47.5,97.5,-0.14,140
47.5,102.5,2.12,167
47.5,107.5,2.73,167
47.5,112.5,3.33,170
47.5,117.5,2.45,165
47.5,122.5,1.13,158
47.5,127.5,0.01,144
47.5,132.5,-0.43,133
47.5,137.5,0.04,147
47.5,142.5,0.94,173
47.5,147.5,0.87,172
47.5,152.5,0.29,151
47.5,157.5,0.18,125
47.5,162.5,0.4,145
47.5,167.5,0.75,169
47.5,172.5,0.97,171
47.5,177.5,1.19,172
47.5,182.5,1.17,170
47.5,187.5,1.06,167
47.5,192.5,1.06,168
47.5,197.5,1,167
47.5,202.5,0.89,166
47.5,207.5,0.74,163
47.5,212.5,0.54,156
47.5,217.5,0.49,154
47.5,222.5,0.52,156
47.5,227.5,0.38,153
47.5,232.5,0.11,139
47.5,237.5,0.46,145
47.5,242.5,1.26,159
47.5,247.5,2.3,168
47.5,252.5,2.98,168
47.5,257.5,3.13,161
47.5,262.5,2.96,160
47.5,267.5,2.09,159
47.5,272.5,0.72,155
47.5,277.5,1.23,154
47.5,282.5,1.48,147
47.5,287.5,1.44,147
47.5,292.5,1.73,153
47.5,297.5,0.79,165
47.5,302.5,0.56,162
47.5,307.5,0.8,168
47.5,312.5,0.59,160
47.5,317.5,0.27,109
47.5,322.5,0.17,95
47.5,327.5,0.25,102
47.5,332.5,0.38,124
47.5,337.5,0.39,156
47.5,342.5,0.42,170
47.5,347.5,0.62,173
47.5,352.5,0.73,175
47.5,357.5,0.78,171
52.5,2.5,1.15,168
52.5,7.5,1.46,169
52.5,12.5,1.82,167
52.5,17.5,2.94,173
52.5,22.5,3.9,176
52.5,27.5,4.56,175
52.5,32.5,4.78,176
52.5,37.5,4.97,175
52.5,42.5,5.65,175
52.5,47.5,5.79,174
52.5,52.5,4.82,172
52.5,57.5,4.74,172
52.5,62.5,3.9,171
52.5,67.5,3.82,172
52.5,72.5,3.25,168
52.5,77.5,2.7,164
52.5,82.5,2.12,159
52.5,87.5,0.54,150
52.5,92.5,1.25,156
52.5,97.5,1.93,167
52.5,102.5,3.05,171
52.5,107.5,2.91,168
52.5,112.5,1.98,164
52.5,117.5,0.79,149
52.5,122.5,-0.17,138
52.5,127.5,-1.04,116
52.5,132.5,-0.9,115
52.5,137.5,-1.3,90
52.5,142.5,0.37,165
52.5,147.5,0.8,170
52.5,152.5,0.17,150
52.5,157.5,-0.25,117
52.5,162.5,-0.02,119
52.5,167.5,0.37,156
52.5,172.5,0.52,169
52.5,177.5,0.6,172
52.5,182.5,0.67,175
52.5,187.5,0.72,176
52.5,192.5,0.8,175
52.5,197.5,0.89,174
52.5,202.5,0.96,173
52.5,207.5,0.96,172
52.5,212.5,0.85,171
52.5,217.5,0.67,163
52.5,222.5,0.58,159
52.5,227.5,0.51,156
52.5,232.5,0.95,159
52.5,237.5,1.09,148
52.5,242.5,1.62,152
52.5,247.5,1.57,142
52.5,252.5,1.07,137
52.5,257.5,-0.89,115
52.5,262.5,-1.17,114
52.5,267.5,-1.27,108
52.5,272.5,-1.19,104
52.5,277.5,-0.45,100
52.5,282.5,-1.06,94
52.5,287.5,-0.56,103
52.5,292.5,0.22,116
52.5,297.5,0.58,121
52.5,302.5,0.59,150
52.5,307.5,0.87,172
52.5,312.5,0.52,150
52.5,317.5,0.3,88
52.5,322.5,0.28,78
52.5,327.5,0.36,79
52.5,332.5,0.49,112
52.5,337.5,0.58,155
52.5,342.5,0.6,173
52.5,347.5,0.76,176
52.5,352.5,0.92,175
52.5,357.5,0.96,171
57.5,2.5,1,174
57.5,7.5,1.3,174
57.5,12.5,1.77,171
57.5,17.5,1.14,169
57.5,22.5,1.54,171
57.5,27.5,3.72,175
57.5,32.5,4.13,175
57.5,37.5,4.62,175
57.5,42.5,4.91,175
57.5,47.5,4.49,175
57.5,52.5,3.83,174
57.5,57.5,3.04,173
57.5,62.5,2.76,170
57.5,67.5,3.12,171
57.5,72.5,3.04,167
57.5,77.5,3.1,167
57.5,82.5,3.34,170
57.5,87.5,3.08,168
57.5,92.5,2.81,166
57.5,97.5,2.55,164
57.5,102.5,2.72,168
57.5,107.5,1.91,158
57.5,112.5,0.53,147
57.5,117.5,0.39,138
57.5,122.5,-0.88,115
57.5,127.5,-1.75,98
57.5,132.5,-1.7,98
57.5,137.5,-1.14,97
57.5,142.5,-0.23,86
57.5,147.5,0.27,169
57.5,152.5,-0.07,155
57.5,157.5,-0.72,105
57.5,162.5,-0.04,124
57.5,167.5,0.38,157
57.5,172.5,0.37,158
57.5,177.5,0.35,157
57.5,182.5,0.48,167
57.5,187.5,0.6,163
57.5,192.5,0.66,162
57.5,197.5,0.88,162
57.5,202.5,1.35,162
57.5,207.5,1.16,173
57.5,212.5,0.93,167
57.5,217.5,0.77,161
57.5,222.5,0.85,166
57.5,227.5,1.14,158
57.5,232.5,2.85,168
57.5,237.5,1.58,139
57.5,242.5,0.13,122
57.5,247.5,-1.8,95
57.5,252.5,-2,96
57.5,257.5,-3.32,70
57.5,262.5,-3.2,68
57.5,267.5,-1.23,74
57.5,272.5,-0.41,79
57.5,277.5,-0,88
57.5,282.5,-0.39,101
57.5,287.5,-0.21,110
57.5,292.5,0.16,117
57.5,297.5,0.24,120
57.5,302.5,0.3,146
57.5,307.5,0.5,152
57.5,312.5,0.38,136
57.5,317.5,0.41,109
57.5,322.5,0.59,115
57.5,327.5,0.69,120
57.5,332.5,0.76,134
57.5,337.5,0.78,155
57.5,342.5,0.77,171
57.5,347.5,0.75,175
57.5,352.5,0.78,176
57.5,357.5,0.93,175
62.5,2.5,0.71,171
62.5,7.5,1.44,175
62.5,12.5,2.89,171
62.5,17.5,2.1,172
62.5,22.5,2.14,174
62.5,27.5,2.95,171
62.5,32.5,3.19,168
62.5,37.5,3.42,170
62.5,42.5,3.75,172
62.5,47.5,4.18,173
62.5,52.5,3.83,172
62.5,57.5,3.77,171
62.5,62.5,3.07,162
62.5,67.5,3.21,169
62.5,72.5,2.66,166
62.5,77.5,2.84,165
62.5,82.5,3.2,168
62.5,87.5,3.08,166
62.5,92.5,2.67,161
62.5,97.5,-0.11,121
62.5,102.5,0.49,133
62.5,107.5,0.52,131
62.5,112.5,-0.16,119
62.5,117.5,-1.24,100
62.5,122.5,-1.48,105
62.5,127.5,-1.52,98
62.5,132.5,-2.18,91
62.5,137.5,-2.74,61
62.5,142.5,-2.33,66
62.5,147.5,-1.54,92
62.5,152.5,-1.36,107
62.5,157.5,-0.23,105
62.5,162.5,0.21,121
62.5,167.5,0.68,130
62.5,172.5,-0.68,99
62.5,177.5,-0.54,88
62.5,182.5,-0.11,158
62.5,187.5,-0.12,109
62.5,192.5,0.01,122
62.5,197.5,0.41,109
62.5,202.5,2.14,139
62.5,207.5,3.57,168
62.5,212.5,3.51,169
62.5,217.5,3.48,161
62.5,222.5,3.21,157
62.5,227.5,2.93,153
62.5,232.5,2.19,153
62.5,237.5,-1.99,100
62.5,242.5,-3.12,75
62.5,247.5,-3.38,74
62.5,252.5,-3.51,69
62.5,257.5,-2.85,78
62.5,262.5,-0.73,110
62.5,267.5,-0.75,90
62.5,272.5,0.06,121
62.5,277.5,0.08,126
62.5,282.5,0.17,129
62.5,287.5,0.65,133
62.5,292.5,0.82,151
62.5,297.5,0.04,160
62.5,302.5,0.41,140
62.5,307.5,0.37,122
62.5,312.5,0.65,123
62.5,317.5,0.59,144
62.5,322.5,0.4,97
62.5,327.5,0.46,118
62.5,332.5,0.44,125
62.5,337.5,0.45,145
62.5,342.5,0.54,161
62.5,347.5,0.52,168
62.5,352.5,0.6,170
62.5,357.5,0.68,170
67.5,2.5,0.66,152
67.5,7.5,0.2,137
67.5,12.5,-0.53,107
67.5,17.5,1.15,151
67.5,22.5,1.93,159
67.5,27.5,2.14,157
67.5,32.5,2.49,165
67.5,37.5,1.84,166
67.5,42.5,5.28,176
67.5,47.5,3.66,162
67.5,52.5,4.35,165
67.5,57.5,3.9,161
67.5,62.5,3.65,160
67.5,67.5,2.73,152
67.5,72.5,2.77,157
67.5,77.5,2.06,153
67.5,82.5,2.06,156
67.5,87.5,0.89,139
67.5,92.5,-1.26,104
67.5,97.5,0.41,130
67.5,102.5,0.05,116
67.5,107.5,0.58,126
67.5,112.5,0.07,116
67.5,117.5,-0.08,119
67.5,122.5,-0.25,117
67.5,127.5,0.47,134
67.5,132.5,-1.17,99
67.5,137.5,-1.98,80
67.5,142.5,-2.56,65
67.5,147.5,-2.28,71
67.5,152.5,-1.81,81
67.5,157.5,-0.93,106
67.5,162.5,-1.21,103
67.5,167.5,-1.2,99
67.5,172.5,-2.09,76
67.5,177.5,-3.56,53
67.5,182.5,-2.4,66
67.5,187.5,-0.6,99
67.5,192.5,-0.69,89
67.5,197.5,0.41,100
67.5,202.5,1.71,133
67.5,207.5,2.8,152
67.5,212.5,2.44,147
67.5,217.5,1.11,134
67.5,222.5,0.68,136
67.5,227.5,0.03,131
67.5,232.5,-0.56,115
67.5,237.5,-1.87,96
67.5,242.5,-0.66,119
67.5,247.5,-1.04,113
67.5,252.5,1.65,153
67.5,257.5,0.41,134
67.5,262.5,2.46,158
67.5,267.5,1.93,142
67.5,272.5,3.45,162
67.5,277.5,4.15,169
67.5,282.5,4.03,165
67.5,287.5,3.86,157
67.5,292.5,3.11,137
67.5,297.5,3.75,161
67.5,302.5,2.72,153
67.5,307.5,2.12,150
67.5,312.5,1.73,143
67.5,317.5,0.37,136
67.5,322.5,0.5,141
67.5,327.5,-1.78,105
67.5,332.5,-1.3,114
67.5,337.5,-0.62,127
67.5,342.5,0.2,145
67.5,347.5,0.41,146
67.5,352.5,0.8,161
67.5,357.5,0.42,148
72.5,2.5,0.59,140
72.5,7.5,-0.76,99
72.5,12.5,-1.33,82
72.5,17.5,-0.65,105
72.5,22.5,-0.14,130
72.5,27.5,0.5,151
72.5,32.5,1.19,164
72.5,37.5,1.33,167
72.5,42.5,1.19,154
72.5,47.5,1,138
72.5,52.5,1.86,145
72.5,57.5,3.2,156
72.5,62.5,3.78,161
72.5,67.5,3.55,157
72.5,72.5,2.74,152
72.5,77.5,4.07,165
72.5,82.5,4.12,167
72.5,87.5,2.38,150
72.5,92.5,1.69,140
72.5,97.5,2.24,151
72.5,102.5,2.55,159
72.5,107.5,2.07,157
72.5,112.5,1.86,152
72.5,117.5,0.84,140
72.5,122.5,0.24,131
72.5,127.5,0.51,127
72.5,132.5,-0.62,105
72.5,137.5,-0.83,104
72.5,142.5,-0.38,116
72.5,147.5,-1.18,92
72.5,152.5,-1.03,95
72.5,157.5,-0.78,102
72.5,162.5,-1.24,92
72.5,167.5,-1.1,95
72.5,172.5,-0.72,104
72.5,177.5,-0.61,101
72.5,182.5,0.68,134
72.5,187.5,1.14,141
72.5,192.5,1.84,147
72.5,197.5,1.84,148
72.5,202.5,3.46,166
72.5,207.5,3.85,168
72.5,212.5,3.22,169
72.5,217.5,4.45,172
72.5,222.5,3.32,169
72.5,227.5,3.58,168
72.5,232.5,2.31,155
72.5,237.5,2.4,157
72.5,242.5,2.45,160
72.5,247.5,3.56,169
72.5,252.5,4.72,176
72.5,257.5,4.82,176
72.5,262.5,5.24,174
72.5,267.5,5.66,174
72.5,272.5,5.87,174
72.5,277.5,5.91,172
72.5,282.5,5.94,173
72.5,287.5,5.25,171
72.5,292.5,5.44,171
72.5,297.5,5.35,169
72.5,302.5,4.8,163
72.5,307.5,2.7,151
72.5,312.5,1.55,147
72.5,317.5,0.09,129
72.5,322.5,-0.84,114
72.5,327.5,-1.62,96
72.5,332.5,-1.66,91
72.5,337.5,-0.59,115
72.5,342.5,2.16,159
72.5,347.5,1.87,156
72.5,352.5,0.81,148
72.5,357.5,0.36,135
77.5,2.5,-1.35,75
77.5,7.5,-2.32,56
77.5,12.5,-2.7,73
77.5,17.5,-1.62,101
77.5,22.5,-0.25,117
77.5,27.5,1.17,137
77.5,32.5,2.33,153
77.5,37.5,2.51,158
77.5,42.5,3.01,162
77.5,47.5,2.61,157
77.5,52.5,3.26,158
77.5,57.5,3.15,159
77.5,62.5,3.5,161
77.5,67.5,4.14,167
77.5,72.5,4.48,167
77.5,77.5,3.99,166
77.5,82.5,4.04,169
77.5,87.5,3.34,168
77.5,92.5,3.77,173
77.5,97.5,3.14,170
77.5,102.5,3.23,170
77.5,107.5,3.67,172
77.5,112.5,2.95,167
77.5,117.5,2.65,165
77.5,122.5,2.22,162
77.5,127.5,1.72,161
77.5,132.5,1.76,160
77.5,137.5,1.66,160
77.5,142.5,1.65,158
77.5,147.5,1.72,158
77.5,152.5,0.84,152
77.5,157.5,0.69,148
77.5,162.5,0.22,133
77.5,167.5,0.58,138
77.5,172.5,0.74,140
77.5,177.5,1.12,141
77.5,182.5,1.65,148
77.5,187.5,2.84,165
77.5,192.5,2.54,159
77.5,197.5,2.97,160
77.5,202.5,3.23,160
77.5,207.5,4.57,171
77.5,212.5,5.24,173
77.5,217.5,5.43,172
77.5,222.5,6.07,173
77.5,227.5,5.72,173
77.5,232.5,5.83,173
77.5,237.5,5.85,173
77.5,242.5,5.46,174
77.5,247.5,5.49,173
77.5,252.5,4.98,174
77.5,257.5,3.93,173
77.5,262.5,5.02,174
77.5,267.5,5.18,173
77.5,272.5,5.24,172
77.5,277.5,6.27,173
77.5,282.5,5.45,172
77.5,287.5,5.38,172
77.5,292.5,5.34,173
77.5,297.5,4.5,168
77.5,302.5,3.71,164
77.5,307.5,2.01,152
77.5,312.5,1.32,147
77.5,317.5,0.63,138
77.5,322.5,0.68,142
77.5,327.5,0.56,137
77.5,332.5,0.45,139
77.5,337.5,0.24,129
77.5,342.5,1.25,142
77.5,347.5,1.29,138
77.5,352.5,-0.14,110
77.5,357.5,-0.99,85
82.5,2.5,0.56,107
82.5,7.5,-0.26,96
82.5,12.5,0.63,109
82.5,17.5,1.62,128
82.5,22.5,1.6,127
82.5,27.5,2.36,143
82.5,32.5,3.28,155
82.5,37.5,2.74,152
82.5,42.5,3.12,156
82.5,47.5,3.84,162
82.5,52.5,3.95,161
82.5,57.5,3.17,158
82.5,62.5,3.9,163
82.5,67.5,3.68,163
82.5,72.5,4.43,168
82.5,77.5,3.95,167
82.5,82.5,3.67,166
82.5,87.5,3.24,165
82.5,92.5,3.53,166
82.5,97.5,3.78,167
82.5,102.5,3.64,166
82.5,107.5,3.86,167
82.5,112.5,3.92,169
82.5,117.5,3.15,165
82.5,122.5,2.62,158
82.5,127.5,2.52,160
82.5,132.5,2.63,162
82.5,137.5,2.81,165
82.5,142.5,2.53,165
82.5,147.5,3.03,166
82.5,152.5,2.4,167
82.5,157.5,2.43,167
82.5,162.5,2.21,169
82.5,167.5,2.53,168
82.5,172.5,2.9,170
82.5,177.5,3.28,171
82.5,182.5,3.18,170
82.5,187.5,3.73,170
82.5,192.5,4.6,172
82.5,197.5,4.58,171
82.5,202.5,4.38,170
82.5,207.5,4.93,173
82.5,212.5,5.16,173
82.5,217.5,4.9,172
82.5,222.5,4.94,172
82.5,227.5,4.65,172
82.5,232.5,5,173
82.5,237.5,5.06,172
82.5,242.5,4.96,173
82.5,247.5,5.17,173
82.5,252.5,5.16,173
82.5,257.5,4.73,172
82.5,262.5,4.25,172
82.5,267.5,5.44,174
82.5,272.5,5.39,175
82.5,277.5,5.09,173
82.5,282.5,5.76,175
82.5,287.5,5.55,175
82.5,292.5,4.83,175
82.5,297.5,3.87,172
82.5,302.5,4.74,175
82.5,307.5,3.88,170
82.5,312.5,4.11,173
82.5,317.5,3.33,169
82.5,322.5,3.49,169
82.5,327.5,3.48,172
82.5,332.5,2.53,164
82.5,337.5,2.55,162
82.5,342.5,1.93,152
82.5,347.5,1.71,142
82.5,352.5,1.96,143
82.5,357.5,1.02,120
87.5,2.5,3.38,161
87.5,7.5,3.51,159
87.5,12.5,3.41,159
87.5,17.5,3.65,159
87.5,22.5,3.06,153
87.5,27.5,3.37,159
87.5,32.5,3.32,161
87.5,37.5,3.48,162
87.5,42.5,3.15,157
87.5,47.5,3.45,160
87.5,52.5,3.16,160
87.5,57.5,2.91,158
87.5,62.5,2.69,159
87.5,67.5,3.59,162
87.5,72.5,4.05,163
87.5,77.5,3.17,162
87.5,82.5,3.62,164
87.5,87.5,3.18,161
87.5,92.5,3.72,165
87.5,97.5,3.77,167
87.5,102.5,3.99,167
87.5,107.5,3.83,167
87.5,112.5,3.43,165
87.5,117.5,3.91,169
87.5,122.5,3.85,170
87.5,127.5,3.81,170
87.5,132.5,3.98,170
87.5,137.5,4.34,173
87.5,142.5,3.99,171
87.5,147.5,4.3,173
87.5,152.5,4.08,171
87.5,157.5,4.08,172
87.5,162.5,4.25,173
87.5,167.5,3.56,170
87.5,172.5,4.47,172
87.5,177.5,3.91,172
87.5,182.5,4.98,174
87.5,187.5,4.56,172
87.5,192.5,4.43,172
87.5,197.5,4.93,172
87.5,202.5,4.74,171
87.5,207.5,4.69,173
87.5,212.5,4.66,172
87.5,217.5,4.91,173
87.5,222.5,4.35,171
87.5,227.5,5.17,173
87.5,232.5,4.52,172
87.5,237.5,4.41,172
87.5,242.5,5.24,174
87.5,247.5,4.92,174
87.5,252.5,4.9,173
87.5,257.5,4.63,172
87.5,262.5,5.03,174
87.5,267.5,5.41,175
87.5,272.5,4.87,173
87.5,277.5,4.83,173
87.5,282.5,5.1,174
87.5,287.5,4.74,173
87.5,292.5,4.77,172
87.5,297.5,4.49,171
87.5,302.5,4.5,171
87.5,307.5,5.21,173
87.5,312.5,4.43,169
87.5,317.5,4.71,170
87.5,322.5,4.32,169
87.5,327.5,4.51,169
87.5,332.5,3.89,166
87.5,337.5,3.89,165
87.5,342.5,3.76,163
87.5,347.5,3.79,165
87.5,352.5,3.84,165
87.5,357.5,3.29,159
